page_id,source_path,title,nav_section,nav_order,nav_depth,in_myst_toc,derived_live_url,live_url,http_status,content_status,webapp_categories,live_checked_at,route_status,heading_count,headings,code_fence_count,external_link_count,image_ref_count,bytes,sha256,source_url
fc-page-docs-dac-examples-tutorials-summary-md,docs/dac/examples_tutorials/summary.md,Examples & Tutorials,MOFs for Direct Air Capture,63,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-9,200,live,section_index | tutorial | mof_dac,2026-08-21,live_verified,1,Examples & Tutorials,1,0,0,441,bb16ad4c57c1434f932eddb155dfdb8a5ce28bacc4e402c3d30f39398cd16f70,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/examples_tutorials/summary.md
fc-page-docs-dac-models-md,docs/dac/models.md,Pretrained models,MOFs for Direct Air Capture,62,1,True,https://fair-chem.github.io/models/,https://fair-chem.github.io/models-3,200,live,model_catalog | mof_dac | legacy,2026-08-21,live_verified,6,Pretrained models | ODAC25 Models | ODAC23 Models | S2EF models | IS2RE Direct models | IS2RS,3,24,0,5569,8c915a1eb3620c5c0381919df846440ab877db424976cfa69b88744fe5d2aacd,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/dac/models.md
fc-page-docs-index-md,docs/index.md,index,Home,1,0,True,https://fair-chem.github.io/,https://fair-chem.github.io/,200,live,landing,2026-08-21,live_verified,4,Application Domains | Get Started | The UMA Model | Resources,8,7,1,5862,3fd28266459020a58488f5f78a947a324af5b1497afe612340a0afb27a09332d,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/index.md
fc-page-docs-inorganic-materials-faq-md,docs/inorganic_materials/FAQ.md,FAQ,Inorganic Materials,58,1,True,https://fair-chem.github.io/faq/,https://fair-chem.github.io/faq-2,200,live,faq | inorganic,2026-08-21,live_verified,1,FAQ,0,0,0,173,3e8ceabbaf1b7fdc77f6a7b66fa6976ae1fb4e15cfe538e1ff2efc35e24cc2a5,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/FAQ.md
fc-page-docs-inorganic-materials-datasets-omat24-md,docs/inorganic_materials/datasets/omat24.md,OMat24,Inorganic Materials,52,1,True,https://fair-chem.github.io/omat24/,https://fair-chem.github.io/omat24,200,live,dataset | inorganic,2026-08-21,live_verified,8,OMat24 | Subdatasets | File contents and downloads | OMat24 train split | OMat24 val split (this is a 1M subset used to train eqV2 models from the 5M val split) | sAlex Dataset | Getting ASE atoms objects | Citing OMat24,3,28,0,11068,52834685f001bf4598cb81f9f4c26110adff7ff5846589d886ad2f621e6ec468,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/datasets/omat24.md
fc-page-docs-inorganic-materials-datasets-summary-md,docs/inorganic_materials/datasets/summary.md,Datasets,Inorganic Materials,51,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-6,200,live,section_index | data | inorganic,2026-08-21,live_verified,1,Datasets,1,0,0,438,92c2e3642840c9d7fb1bcb3cd90238396f161d4e84dd0f982d5acf13c113e724,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/datasets/summary.md
fc-page-docs-inorganic-materials-examples-tutorials-elastic-md,docs/inorganic_materials/examples_tutorials/elastic.md,Elastic Tensors,Inorganic Materials,57,1,True,https://fair-chem.github.io/elastic/,https://fair-chem.github.io/elastic,200,rendered_with_execution_error,tutorial | inorganic | elastic,2026-08-21,live_verified,3,"Elastic Tensors | Login using the huggingface-cli utility | alternatively,",5,1,0,3033,05ef089bb15e1565dd79e55b7104498b03e809d3b64500336a4eb1436d325920,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/examples_tutorials/elastic.md
fc-page-docs-inorganic-materials-examples-tutorials-formation-energy-md,docs/inorganic_materials/examples_tutorials/formation_energy.md,Formation Energy,Inorganic Materials,55,1,True,https://fair-chem.github.io/formation-energy/,https://fair-chem.github.io/formation-energy,200,rendered_with_execution_error,tutorial | inorganic | thermodynamics,2026-08-21,live_verified,3,"Formation Energy | Login using the huggingface-cli utility | alternatively,",5,2,0,3868,73e70e526c3a978b7c0ef732f2ff51c90814946d72d29a68feb2cca290cc4ae4,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/examples_tutorials/formation_energy.md
fc-page-docs-inorganic-materials-examples-tutorials-phonons-md,docs/inorganic_materials/examples_tutorials/phonons.md,Phonon Calculations,Inorganic Materials,56,1,True,https://fair-chem.github.io/phonons/,https://fair-chem.github.io/phonons,200,rendered_with_execution_error,tutorial | inorganic | phonons,2026-08-21,live_verified,3,"Phonon Calculations | Login using the huggingface-cli utility | alternatively,",5,0,0,3447,3b0dbcbf9191e7fd9d742b72c744b716e87a9faaac424a5adc653a7c22d75187,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/examples_tutorials/phonons.md
fc-page-docs-inorganic-materials-examples-tutorials-summary-md,docs/inorganic_materials/examples_tutorials/summary.md,Examples & Tutorials,Inorganic Materials,54,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-7,200,live,section_index | tutorial | inorganic,2026-08-21,live_verified,1,Examples & Tutorials,1,0,0,710,76b8a11b123c60176021acc01eba02f2e9586679c5b7aee869ac7d687da7f1f7,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/examples_tutorials/summary.md
fc-page-docs-inorganic-materials-models-md,docs/inorganic_materials/models.md,Pretrained models,Inorganic Materials,53,1,True,https://fair-chem.github.io/models/,https://fair-chem.github.io/models-2,200,live,model_catalog | inorganic | legacy,2026-08-21,live_verified,4,Pretrained models | Legacy OMat pretrained models | MPTrj only models | Finetuned OMat models,2,22,0,5443,6d65aa43d4bae84de2672f22f8d76d055afe154d5aca56741113bd19ade6fedc,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/inorganic_materials/models.md
fc-page-docs-leaderboard-oc20-md,docs/leaderboard/oc20.md,OC20 Leaderboard,Leaderboard,50,1,True,https://fair-chem.github.io/oc20/,https://fair-chem.github.io/oc20-1,200,live,leaderboard | catalysis,2026-08-21,live_verified,5,OC20 Leaderboard | Download | Install the necessary packages | S2EF | IS2RE,4,4,0,3893,e1c901b94c10c1f5d388fb72fc6fb2e117f05b0b909c208ac5bfbe8ed627f718,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/leaderboard/oc20.md
fc-page-docs-leaderboard-omol-md,docs/leaderboard/omol.md,OMol25 Leaderboard,Leaderboard,49,1,True,https://fair-chem.github.io/omol/,https://fair-chem.github.io/omol,200,live,leaderboard | molecules,2026-08-21,live_verified,5,OMol25 Leaderboard | Download | Install the necessary packages | S2EF | Evaluations,4,11,0,7273,1a65e9c6aa88762328ec162e417bd2c1fc0406c22841a1000437f3272072701d,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/leaderboard/omol.md
fc-page-docs-leaderboard-summary-md,docs/leaderboard/summary.md,Leaderboard,Leaderboard,48,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-5,200,live,leaderboard | index,2026-08-21,live_verified,3,Leaderboard | How to Submit | Need Help?,0,3,0,1631,a297b38e837198f981dd4b57c80886bb66c1043564a73a1a6932ac11ca90811e,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/leaderboard/summary.md
fc-page-docs-molecules-faq-md,docs/molecules/FAQ.md,FAQ,Organic Molecules,30,1,True,https://fair-chem.github.io/faq/,https://fair-chem.github.io/faq,200,live,faq | molecules,2026-08-21,live_verified,1,FAQ,0,0,0,173,3e8ceabbaf1b7fdc77f6a7b66fa6976ae1fb4e15cfe538e1ff2efc35e24cc2a5,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/FAQ.md
fc-page-docs-molecules-datasets-omc25-md,docs/molecules/datasets/omc25.md,OMC25,Organic Molecules,28,1,True,https://fair-chem.github.io/omc25/,https://fair-chem.github.io/omc25,200,live,dataset | molecules | crystals,2026-08-21,live_verified,4,OMC25 | Dataset format | Level of theory | Citing,2,2,0,2252,d5d49992177e16af84273b9138cfd5c02098fedcf8ebf39c8a1fa1d9d6f97c79,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/datasets/omc25.md
fc-page-docs-molecules-datasets-omol25-md,docs/molecules/datasets/omol25.md,OMol25,Organic Molecules,26,1,True,https://fair-chem.github.io/omol25/,https://fair-chem.github.io/omol25,200,live,dataset | molecules,2026-08-21,live_verified,4,OMol25 | Dataset format | Level of theory | Citing OMol25,1,2,0,2807,b25bf00cf109d6c04b1c644f2377093b808a825ad3f92d96472908ed51b1e3ae,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/datasets/omol25.md
fc-page-docs-molecules-datasets-omol25-elec-md,docs/molecules/datasets/omol25_elec.md,OMol25 Electronic Structures,Organic Molecules,27,1,True,https://fair-chem.github.io/omol25-elec/,https://fair-chem.github.io/omol25-elec,200,live,dataset | molecules | electronic_structure,2026-08-21,live_verified,4,OMol25 Electronic Structures | Data Description | How to Access the Data | Contact Us,4,6,0,5527,636d37c9848d2f7c9c6985e6c8d3fee73ca455034768341d1d1b5e6976125fd9,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/datasets/omol25_elec.md
fc-page-docs-molecules-datasets-summary-md,docs/molecules/datasets/summary.md,Datasets,Organic Molecules,25,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-2,200,live,section_index | data | molecules,2026-08-21,live_verified,1,Datasets,1,0,0,741,9910ad9e16ea59c00936b127341a29c0304386dd18f4fb665a93d617b3095322,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/datasets/summary.md
fc-page-docs-molecules-models-md,docs/molecules/models.md,Pretrained models,Organic Molecules,29,1,True,https://fair-chem.github.io/models/,https://fair-chem.github.io/models,200,live,model_catalog | molecules,2026-08-21,live_verified,6,Pretrained models | Baseline models in the OMol25 paper | Citing | Baseline models in the OMC25 paper | Citing | License,3,3,0,3489,55631ea67344441c1aa1ced6e21b0ca237fd65276f9f9c81491372f096657aa7,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/molecules/models.md
fc-page-docs-uma-tutorials-summary-md,docs/uma_tutorials/summary.md,UMA Tutorials,AI/ML Models & Usage,20,1,True,https://fair-chem.github.io/summary/,https://fair-chem.github.io/summary-1,200,live,section_index | tutorial,2026-08-21,live_verified,1,UMA Tutorials,0,0,0,790,651e67dfcbe3150e062934cf0a7b18d49491526869df80a863f2ee8db9e13c4f,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/uma_tutorials/summary.md
fc-page-docs-uma-tutorials-uma-catalysis-tutorial-md,docs/uma_tutorials/uma_catalysis_tutorial.md,UMA Catalysis Tutorial,AI/ML Models & Usage,22,1,True,https://fair-chem.github.io/uma-catalysis-tutorial/,https://fair-chem.github.io/uma-catalysis-tutorial,200,warning_present,tutorial | catalysis | simulation,2026-08-21,live_verified,80,UMA Catalysis Tutorial | Overview | Installation and Setup | Huggingface setups | FAIR Chemistry (UMA) installation | Package imports | Part 1: Bulk Crystal Optimization | Introduction | Theory | Part 2: Surface Energy Calculations | Introduction | Theory | Step 1: Setup and Bulk Energy Reference | Step 2: Generate and Relax Slabs | Step 3: Visualize Linear Fits | Step 4: Compare with Literature | Explore on Your Own | Part 3: Wulff Construction | Introduction | Theory | Step 1: Prepare Surface Energies | Step 2: Generate Wulff Construction | Step 3: Visualize and Compare | Explore on Your Own | Part 4: H Adsorption Energy with ZPE Correction | Introduction | Theory | Step 1: Setup and Relax Clean Slab | Step 2: Relax Clean Slab | Step 3: Generate H Adsorption Sites | Step 4: Relax All H Configurations | Step 5: Calculate H₂ Reference Energy | Step 6: Compute Adsorption Energy | Step 7: Zero-Point Energy (ZPE) Corrections | Step 8: Visualize and Compare Results | Explore on Your Own | Part 5: Coverage-Dependent H Adsorption | Introduction | Theory | Step 1: Setup Slab and Calculators | Step 2: Calculate Reference Energies | Step 3: Set Up Coverage Study | Step 4: Generate and Relax Configurations at Each Coverage | Step 5: Perform Linear Fit | Step 6: Visualize Coverage Dependence | Explore on Your Own | Part 6: CO Formation/Dissociation Thermochemistry and Barrier | Introduction | Theory | Step 1: Setup Slab and Calculators | Step 2: Generate and Relax Final State (CO) | Step 3: Generate and Relax Initial State (C + O) | Step 3b: Calculate C and O Energies Separately | Step 4: Calculate Reaction Energy with ZPE | Step 5: Calculate CO Adsorption Energy (Bonus) | Step 6: Find guesses for nearby initial and final states for the reaction | Step 7: Run NEB to Find Activation Barrier | Step 8: Visualize NEB Path and Key Structures | Explore on Your Own | Summary and Best Practices | Key Takeaways | Recommended Workflow for New Systems | Accuracy Considerations | Further Reading | Appendix: Troubleshooting | Common Issues | Performance Tips | Caveats and Pitfalls | 1. Task Selection: OMAT vs OC20 | 2. D3 Dispersion Corrections | 3. Coverage Dependence Challenges | 4. Periodic Boundary Conditions | 5. Gas Phase Reference Energies | 6. Spin Polarization | 7. Constraint Philosophy | 8. Complex Surface Structures | 9. Slab Thickness and Vacuum | 10. NEB Convergence | 11. Lattice Constant Source | 12. Adsorbate Placement,64,6,0,78767,6670a89699e07ec19ae7c03d20dc5a9a7547f4bef106ba5fccdcc80ec8801800,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/uma_tutorials/uma_catalysis_tutorial.md
fc-page-docs-uma-tutorials-uma-tutorial-md,docs/uma_tutorials/uma_tutorial.md,UMA Intro Tutorial,AI/ML Models & Usage,21,1,True,https://fair-chem.github.io/uma-tutorial/,https://fair-chem.github.io/uma-tutorial,200,live,tutorial | inference | simulation,2026-08-21,live_verified,23,UMA Intro Tutorial | Before you start / installation | Installation process | Illustrative examples | Spin gap energy - OMOL | Example of adsorbate relaxation - OC20 | Example bulk relaxation - OMAT | Molecular dynamics - OMOL | [Catalyst Adsorption energies](../catalysts/examplestutorials/OCP-introduction) | Molecular vibrations | Bulk alloy phase behavior | Alloy formation energies | Phonon calculation | Transition States (NEBs) | Initial state | Final state | Setup and relax the band | Ideas for things you can do with UMA | Advanced applications | [AdsorbML](../catalysts/examplestutorials/adsorbmlwalkthrough.md) | [Expert adsorption energies](../catalysts/examplestutorials/adsorptionenergies/adsorptionenergies.md) | [CatTsunami](../catalysts/examplestutorials/cattsunamitutorial.md) | Acknowledgements,31,6,0,19676,835f9db438cafdfc61b7f49ac4bcaac3310c645ce8c5b79f16226e49b4ead3c4,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/uma_tutorials/uma_tutorial.md
fc-page-docs-videos-technical-talks-md,docs/videos/technical_talks.md,Technical Presentations,Learn More,66,1,True,https://fair-chem.github.io/technical-talks/,https://fair-chem.github.io/technical-talks,200,live,education | video,2026-08-21,live_verified,2,Technical Presentations | Featured Talks,0,0,0,1542,6dd0f058b18f6e228cfac16bd13aef9bb45c6f251a11034abac92ece775f6749,https://github.com/facebookresearch/fairchem/blob/93a03d656806a55f08c7cd126cfaa40ef18181fb/docs/videos/technical_talks.md
